How to get a research grant?
The YOG also include Learn & Share activities (known previously as Culture and Education Programme (CEP)).
"It holds over 28,000 works, 420 reviews, including 50 in electronic format, as well as a selection of e-books and DVDs."
"Name, full address, telephone and/or fax number, e-mail address."
